,Country,Continent,democracy,regime,start_year,duration,observed,Period
775,Ireland,Europe,Democracy,Mixed Dem,1992,2,1,Late
776,Ireland,Europe,Democracy,Mixed Dem,1994,3,1,Late
777,Ireland,Europe,Democracy,Mixed Dem,1997,11,1,Late
778,Ireland,Europe,Democracy,Mixed Dem,2008,1,0,Late
779,Israel,Asia,Democracy,Parliamentary Dem,1948,5,1,Early
780,Israel,Asia,Democracy,Parliamentary Dem,1953,2,1,Early
781,Israel,Asia,Democracy,Parliamentary Dem,1955,8,1,Early
782,Israel,Asia,Democracy,Parliamentary Dem,1963,6,0,Early
783,Israel,Asia,Democracy,Parliamentary Dem,1969,5,1,Middle
784,Israel,Asia,Democracy,Parliamentary Dem,1974,3,1,Middle
785,Israel,Asia,Democracy,Parliamentary Dem,1977,6,1,Middle
786,Israel,Asia,Democracy,Parliamentary Dem,1983,1,1,Middle
787,Israel,Asia,Democracy,Parliamentary Dem,1984,2,1,Middle
788,Israel,Asia,Democracy,Parliamentary Dem,1986,6,1,Late
789,Israel,Asia,Democracy,Parliamentary Dem,1992,3,0,Late
790,Israel,Asia,Democracy,Parliamentary Dem,1995,1,1,Late
791,Israel,Asia,Democracy,Parliamentary Dem,1996,3,1,Late
792,Israel,Asia,Democracy,Parliamentary Dem,1999,2,1,Late
793,Israel,Asia,Democracy,Parliamentary Dem,2001,5,1,Late
794,Israel,Asia,Democracy,Parliamentary Dem,2006,3,1,Late
795,Italy,Europe,Democracy,Parliamentary Dem,1946,7,1,Early
796,Italy,Europe,Democracy,Parliamentary Dem,1953,1,1,Early
797,Italy,Europe,Democracy,Parliamentary Dem,1954,1,1,Early
798,Italy,Europe,Democracy,Parliamentary Dem,1955,2,1,Early
799,Italy,Europe,Democracy,Parliamentary Dem,1957,1,1,Early
800,Italy,Europe,Democracy,Parliamentary Dem,1958,1,1,Early
801,Italy,Europe,Democracy,Parliamentary Dem,1959,1,1,Early
802,Italy,Europe,Democracy,Parliamentary Dem,1960,3,1,Early
803,Italy,Europe,Democracy,Parliamentary Dem,1963,5,1,Early
804,Italy,Europe,Democracy,Parliamentary Dem,1968,2,1,Middle
805,Italy,Europe,Democracy,Parliamentary Dem,1970,2,1,Middle
806,Italy,Europe,Democracy,Parliamentary Dem,1972,1,1,Middle
807,Italy,Europe,Democracy,Parliamentary Dem,1973,1,1,Middle
808,Italy,Europe,Democracy,Parliamentary Dem,1974,2,1,Middle
809,Italy,Europe,Democracy,Parliamentary Dem,1976,3,1,Middle
810,Italy,Europe,Democracy,Parliamentary Dem,1979,1,1,Middle
811,Italy,Europe,Democracy,Parliamentary Dem,1980,1,1,Middle
812,Italy,Europe,Democracy,Parliamentary Dem,1981,1,1,Middle
813,Italy,Europe,Democracy,Parliamentary Dem,1982,1,1,Middle
814,Italy,Europe,Democracy,Parliamentary Dem,1983,4,1,Middle
815,Italy,Europe,Democracy,Parliamentary Dem,1987,1,1,Late
816,Italy,Europe,Democracy,Parliamentary Dem,1988,1,1,Late
817,Italy,Europe,Democracy,Parliamentary Dem,1989,3,1,Late
818,Italy,Europe,Democracy,Parliamentary Dem,1992,1,1,Late
819,Italy,Europe,Democracy,Parliamentary Dem,1993,1,1,Late
820,Italy,Europe,Democracy,Parliamentary Dem,1994,1,1,Late
821,Italy,Europe,Democracy,Parliamentary Dem,1995,1,1,Late
822,Italy,Europe,Democracy,Parliamentary Dem,1996,2,1,Late
823,Italy,Europe,Democracy,Parliamentary Dem,1998,2,1,Late
824,Italy,Europe,Democracy,Parliamentary Dem,2000,1,1,Late
825,Italy,Europe,Democracy,Parliamentary Dem,2001,5,1,Late
826,Italy,Europe,Democracy,Parliamentary Dem,2006,2,1,Late
827,Italy,Europe,Democracy,Parliamentary Dem,2008,1,0,Late
828,Jamaica,Americas,Democracy,Parliamentary Dem,1962,5,1,Early
829,Jamaica,Americas,Democracy,Parliamentary Dem,1967,5,1,Middle
830,Jamaica,Americas,Democracy,Parliamentary Dem,1972,8,1,Middle
831,Jamaica,Americas,Democracy,Parliamentary Dem,1980,9,1,Middle
832,Jamaica,Americas,Democracy,Parliamentary Dem,1989,3,1,Late
833,Jamaica,Americas,Democracy,Parliamentary Dem,1992,14,1,Late
834,Jamaica,Americas,Democracy,Parliamentary Dem,2006,1,1,Late
835,Jamaica,Americas,Democracy,Parliamentary Dem,2007,2,0,Late
836,Japan,Asia,Democracy,Parliamentary Dem,1946,1,0,Early
837,Japan,Asia,Democracy,Parliamentary Dem,1947,1,1,Early
838,Japan,Asia,Democracy,Parliamentary Dem,1948,6,1,Early
839,Japan,Asia,Democracy,Parliamentary Dem,1954,2,1,Early
840,Japan,Asia,Democracy,Parliamentary Dem,1956,1,1,Early
841,Japan,Asia,Democracy,Parliamentary Dem,1957,3,1,Early
842,Japan,Asia,Democracy,Parliamentary Dem,1960,4,1,Early
843,Japan,Asia,Democracy,Parliamentary Dem,1964,8,1,Early
844,Japan,Asia,Democracy,Parliamentary Dem,1972,2,1,Middle
845,Japan,Asia,Democracy,Parliamentary Dem,1974,2,1,Middle
846,Japan,Asia,Democracy,Parliamentary Dem,1976,2,1,Middle
847,Japan,Asia,Democracy,Parliamentary Dem,1978,2,0,Middle
848,Japan,Asia,Democracy,Parliamentary Dem,1980,2,1,Middle
849,Japan,Asia,Democracy,Parliamentary Dem,1982,5,1,Middle
850,Japan,Asia,Democracy,Parliamentary Dem,1987,2,1,Late
851,Japan,Asia,Democracy,Parliamentary Dem,1989,2,1,Late
852,Japan,Asia,Democracy,Parliamentary Dem,1991,2,1,Late
853,Japan,Asia,Democracy,Parliamentary Dem,1993,1,1,Late
854,Japan,Asia,Democracy,Parliamentary Dem,1994,2,1,Late
855,Japan,Asia,Democracy,Parliamentary Dem,1996,2,1,Late
856,Japan,Asia,Democracy,Parliamentary Dem,1998,2,0,Late
857,Japan,Asia,Democracy,Parliamentary Dem,2000,1,1,Late
858,Japan,Asia,Democracy,Parliamentary Dem,2001,5,1,Late
859,Japan,Asia,Democracy,Parliamentary Dem,2006,1,1,Late
860,Japan,Asia,Democracy,Parliamentary Dem,2007,1,1,Late
861,Japan,Asia,Democracy,Parliamentary Dem,2008,1,0,Late
862,Jordan,Asia,Non-democracy,Monarchy,1946,5,0,Early
863,Jordan,Asia,Non-democracy,Monarchy,1951,1,1,Early
864,Jordan,Asia,Non-democracy,Monarchy,1952,47,0,Early
865,Jordan,Asia,Non-democracy,Monarchy,1999,10,0,Late
866,Kazakhstan,Asia,Non-democracy,Civilian Dict,1991,18,0,Late
867,Kenya,Africa,Non-democracy,Civilian Dict,1963,15,0,Early
868,Kenya,Africa,Non-democracy,Civilian Dict,1978,20,1,Middle
869,Kenya,Africa,Democracy,Presidential Dem,1998,4,1,Late
870,Kenya,Africa,Democracy,Presidential Dem,2002,7,0,Late
871,Kiribati,Oceania,Democracy,Parliamentary Dem,1979,3,1,Middle
872,Kiribati,Oceania,Democracy,Parliamentary Dem,1982,1,1,Middle
873,Kiribati,Oceania,Democracy,Parliamentary Dem,1983,8,1,Middle
874,Kiribati,Oceania,Democracy,Parliamentary Dem,1991,3,1,Late
875,Kiribati,Oceania,Democracy,Parliamentary Dem,1994,9,1,Late
876,Kiribati,Oceania,Democracy,Parliamentary Dem,2003,6,0,Late
877,Kuwait,Asia,Non-democracy,Monarchy,1961,4,0,Early
878,Kuwait,Asia,Non-democracy,Monarchy,1965,12,0,Early
879,Kuwait,Asia,Non-democracy,Monarchy,1977,29,1,Middle
880,Kuwait,Asia,Non-democracy,Monarchy,2006,3,0,Late
881,Kyrgyzstan,Asia,Non-democracy,Civilian Dict,1991,14,1,Late
882,Kyrgyzstan,Asia,Democracy,Mixed Dem,2005,2,1,Late
883,Kyrgyzstan,Asia,Democracy,Mixed Dem,2007,2,0,Late
884,Laos,Asia,Democracy,Parliamentary Dem,1953,1,1,Early
885,Laos,Asia,Democracy,Parliamentary Dem,1954,2,1,Early
886,Laos,Asia,Democracy,Parliamentary Dem,1956,2,1,Early
887,Laos,Asia,Democracy,Parliamentary Dem,1958,1,1,Early
888,Laos,Asia,Non-democracy,Military Dict,1959,3,1,Early
889,Laos,Asia,Non-democracy,Civilian Dict,1962,13,1,Early
890,Laos,Asia,Non-democracy,Civilian Dict,1975,17,0,Middle
891,Laos,Asia,Non-democracy,Military Dict,1992,14,1,Late
892,Laos,Asia,Non-democracy,Military Dict,2006,3,0,Late
893,Latvia,Europe,Democracy,Parliamentary Dem,1991,2,1,Late
894,Latvia,Europe,Democracy,Parliamentary Dem,1993,1,1,Late
895,Latvia,Europe,Democracy,Parliamentary Dem,1994,1,1,Late
896,Latvia,Europe,Democracy,Parliamentary Dem,1995,2,1,Late
897,Latvia,Europe,Democracy,Parliamentary Dem,1997,1,1,Late
898,Latvia,Europe,Democracy,Parliamentary Dem,1998,1,1,Late
899,Latvia,Europe,Democracy,Parliamentary Dem,1999,1,1,Late
900,Latvia,Europe,Democracy,Parliamentary Dem,2000,2,1,Late
901,Latvia,Europe,Democracy,Parliamentary Dem,2002,2,1,Late
902,Latvia,Europe,Democracy,Parliamentary Dem,2004,3,1,Late
903,Latvia,Europe,Democracy,Parliamentary Dem,2007,2,0,Late
904,Lebanon,Asia,Democracy,Parliamentary Dem,1946,5,1,Early
905,Lebanon,Asia,Democracy,Parliamentary Dem,1951,1,1,Early
906,Lebanon,Asia,Democracy,Parliamentary Dem,1952,1,1,Early
907,Lebanon,Asia,Democracy,Parliamentary Dem,1953,1,1,Early
908,Lebanon,Asia,Democracy,Parliamentary Dem,1954,1,1,Early
909,Lebanon,Asia,Democracy,Parliamentary Dem,1955,1,1,Early
910,Lebanon,Asia,Democracy,Parliamentary Dem,1956,2,1,Early
911,Lebanon,Asia,Democracy,Parliamentary Dem,1958,2,1,Early
912,Lebanon,Asia,Democracy,Parliamentary Dem,1960,1,1,Early
913,Lebanon,Asia,Democracy,Parliamentary Dem,1961,3,1,Early
914,Lebanon,Asia,Democracy,Parliamentary Dem,1964,1,1,Early
915,Lebanon,Asia,Democracy,Parliamentary Dem,1965,3,1,Early
916,Lebanon,Asia,Democracy,Parliamentary Dem,1968,1,1,Middle
917,Lebanon,Asia,Democracy,Parliamentary Dem,1969,1,1,Middle
918,Lebanon,Asia,Democracy,Parliamentary Dem,1970,3,1,Middle
919,Lebanon,Asia,Democracy,Parliamentary Dem,1973,1,1,Middle
920,Lebanon,Asia,Democracy,Parliamentary Dem,1974,1,1,Middle
921,Lebanon,Asia,Non-democracy,Civilian Dict,1975,1,1,Middle
922,Lebanon,Asia,Non-democracy,Civilian Dict,1976,6,1,Middle
923,Lebanon,Asia,Non-democracy,Civilian Dict,1982,6,1,Middle
924,Lebanon,Asia,Non-democracy,Military Dict,1988,1,1,Late
925,Lebanon,Asia,Non-democracy,Civilian Dict,1989,9,1,Late
926,Lebanon,Asia,Non-democracy,Military Dict,1998,9,1,Late
927,Lebanon,Asia,Non-democracy,Civilian Dict,2007,1,1,Late
928,Lebanon,Asia,Non-democracy,Military Dict,2008,1,0,Late
929,Lesotho,Africa,Non-democracy,Civilian Dict,1966,20,1,Middle
930,Lesotho,Africa,Non-democracy,Military Dict,1986,5,1,Late
931,Lesotho,Africa,Non-democracy,Military Dict,1991,2,1,Late
932,Lesotho,Africa,Non-democracy,Civilian Dict,1993,5,1,Late
933,Lesotho,Africa,Non-democracy,Civilian Dict,1998,11,0,Late
934,Liberia,Africa,Non-democracy,Civilian Dict,1946,25,0,Early
935,Liberia,Africa,Non-democracy,Civilian Dict,1971,9,0,Middle
936,Liberia,Africa,Non-democracy,Military Dict,1980,10,0,Middle
937,Liberia,Africa,Non-democracy,Civilian Dict,1990,3,1,Late
938,Liberia,Africa,Non-democracy,Civilian Dict,1993,1,1,Late
939,Liberia,Africa,Non-democracy,Civilian Dict,1994,1,1,Late
940,Liberia,Africa,Non-democracy,Civilian Dict,1995,1,1,Late
941,Liberia,Africa,Non-democracy,Civilian Dict,1996,1,1,Late
942,Liberia,Africa,Non-democracy,Civilian Dict,1997,6,1,Late
943,Liberia,Africa,Non-democracy,Civilian Dict,2003,3,1,Late
944,Liberia,Africa,Democracy,Presidential Dem,2006,3,0,Late
945,Libyan Arab Jamahiriya,Africa,Non-democracy,Monarchy,1951,18,1,Early
946,Libyan Arab Jamahiriya,Africa,Non-democracy,Military Dict,1969,40,0,Middle
947,Liechtenstein,Europe,Democracy,Parliamentary Dem,1946,16,1,Early
948,Liechtenstein,Europe,Democracy,Parliamentary Dem,1962,8,1,Early
949,Liechtenstein,Europe,Democracy,Parliamentary Dem,1970,4,1,Middle
950,Liechtenstein,Europe,Democracy,Parliamentary Dem,1974,4,1,Middle
951,Liechtenstein,Europe,Democracy,Parliamentary Dem,1978,15,1,Middle
952,Liechtenstein,Europe,Democracy,Parliamentary Dem,1993,8,1,Late
953,Liechtenstein,Europe,Democracy,Parliamentary Dem,2001,8,0,Late
954,Lithuania,Europe,Democracy,Mixed Dem,1991,1,1,Late
955,Lithuania,Europe,Democracy,Mixed Dem,1992,1,1,Late
956,Lithuania,Europe,Democracy,Mixed Dem,1993,3,1,Late
957,Lithuania,Europe,Democracy,Mixed Dem,1996,3,1,Late
958,Lithuania,Europe,Democracy,Mixed Dem,1999,1,1,Late
959,Lithuania,Europe,Democracy,Mixed Dem,2000,1,1,Late
960,Lithuania,Europe,Democracy,Mixed Dem,2001,5,1,Late
961,Lithuania,Europe,Democracy,Mixed Dem,2006,2,1,Late
962,Lithuania,Europe,Democracy,Mixed Dem,2008,1,0,Late
963,Luxembourg,Europe,Democracy,Parliamentary Dem,1946,7,0,Early
964,Luxembourg,Europe,Democracy,Parliamentary Dem,1953,5,1,Early
965,Luxembourg,Europe,Democracy,Parliamentary Dem,1958,1,1,Early
966,Luxembourg,Europe,Democracy,Parliamentary Dem,1959,15,1,Early
967,Luxembourg,Europe,Democracy,Parliamentary Dem,1974,5,1,Middle
968,Luxembourg,Europe,Democracy,Parliamentary Dem,1979,5,1,Middle
969,Luxembourg,Europe,Democracy,Parliamentary Dem,1984,11,1,Middle
970,Luxembourg,Europe,Democracy,Parliamentary Dem,1995,14,0,Late
971,Macedonia,Europe,Democracy,Mixed Dem,1991,1,1,Late
972,Macedonia,Europe,Democracy,Mixed Dem,1992,6,1,Late
973,Macedonia,Europe,Democracy,Mixed Dem,1998,4,1,Late
974,Macedonia,Europe,Democracy,Mixed Dem,2002,2,1,Late
975,Macedonia,Europe,Democracy,Mixed Dem,2004,2,1,Late
976,Macedonia,Europe,Democracy,Mixed Dem,2006,3,0,Late
977,Madagascar,Africa,Non-democracy,Civilian Dict,1960,12,1,Early
978,Madagascar,Africa,Non-democracy,Military Dict,1972,3,1,Middle
979,Madagascar,Africa,Non-democracy,Military Dict,1975,18,1,Middle
980,Madagascar,Africa,Democracy,Mixed Dem,1993,2,1,Late
981,Madagascar,Africa,Democracy,Mixed Dem,1995,1,1,Late
982,Madagascar,Africa,Democracy,Mixed Dem,1996,1,1,Late
983,Madagascar,Africa,Democracy,Mixed Dem,1997,1,1,Late
984,Madagascar,Africa,Democracy,Mixed Dem,1998,4,1,Late
985,Madagascar,Africa,Democracy,Mixed Dem,2002,5,1,Late
986,Madagascar,Africa,Democracy,Mixed Dem,2007,2,0,Late
987,Malawi,Africa,Non-democracy,Civilian Dict,1964,30,1,Early
988,Malawi,Africa,Democracy,Presidential Dem,1994,10,1,Late
989,Malawi,Africa,Democracy,Presidential Dem,2004,5,0,Late
990,Malaysia,Asia,Non-democracy,Civilian Dict,1957,13,1,Early
991,Malaysia,Asia,Non-democracy,Civilian Dict,1970,6,0,Middle
992,Malaysia,Asia,Non-democracy,Civilian Dict,1976,5,1,Middle
993,Malaysia,Asia,Non-democracy,Civilian Dict,1981,22,1,Middle
994,Malaysia,Asia,Non-democracy,Civilian Dict,2003,6,0,Late
995,Maldives,Asia,Non-democracy,Monarchy,1965,3,1,Early
996,Maldives,Asia,Non-democracy,Civilian Dict,1968,10,1,Middle
997,Maldives,Asia,Non-democracy,Civilian Dict,1978,30,1,Middle
998,Maldives,Asia,Democracy,Presidential Dem,2008,1,0,Late
999,Mali,Africa,Non-democracy,Civilian Dict,1960,8,1,Early
1000,Mali,Africa,Non-democracy,Military Dict,1968,23,1,Middle
1001,Mali,Africa,Non-democracy,Military Dict,1991,1,1,Late
1002,Mali,Africa,Democracy,Mixed Dem,1992,1,1,Late
1003,Mali,Africa,Democracy,Mixed Dem,1993,1,1,Late
1004,Mali,Africa,Democracy,Mixed Dem,1994,6,1,Late
1005,Mali,Africa,Democracy,Mixed Dem,2000,2,1,Late
1006,Mali,Africa,Democracy,Mixed Dem,2002,2,1,Late
1007,Mali,Africa,Democracy,Mixed Dem,2004,3,1,Late
1008,Mali,Africa,Democracy,Mixed Dem,2007,2,0,Late
1009,Malta,Europe,Democracy,Parliamentary Dem,1964,7,1,Early
1010,Malta,Europe,Democracy,Parliamentary Dem,1971,13,1,Middle
1011,Malta,Europe,Democracy,Parliamentary Dem,1984,3,1,Middle
1012,Malta,Europe,Democracy,Parliamentary Dem,1987,9,1,Late
1013,Malta,Europe,Democracy,Parliamentary Dem,1996,2,1,Late
1014,Malta,Europe,Democracy,Parliamentary Dem,1998,6,1,Late
1015,Malta,Europe,Democracy,Parliamentary Dem,2004,5,0,Late
1016,Marshall Islands,Oceania,Democracy,Parliamentary Dem,1990,6,0,Late
1017,Marshall Islands,Oceania,Democracy,Parliamentary Dem,1996,1,1,Late
1018,Marshall Islands,Oceania,Democracy,Parliamentary Dem,1997,3,1,Late
1019,Marshall Islands,Oceania,Democracy,Parliamentary Dem,2000,8,1,Late
1020,Marshall Islands,Oceania,Democracy,Parliamentary Dem,2008,1,0,Late
1021,Mauritania,Africa,Non-democracy,Civilian Dict,1960,18,1,Early
1022,Mauritania,Africa,Non-democracy,Military Dict,1978,1,1,Middle
1023,Mauritania,Africa,Non-democracy,Military Dict,1979,1,1,Middle
1024,Mauritania,Africa,Non-democracy,Military Dict,1980,4,1,Middle
1025,Mauritania,Africa,Non-democracy,Military Dict,1984,21,1,Middle
1026,Mauritania,Africa,Non-democracy,Military Dict,2005,2,1,Late
1027,Mauritania,Africa,Democracy,Mixed Dem,2007,1,1,Late
1028,Mauritania,Africa,Non-democracy,Military Dict,2008,1,0,Late
1029,Mauritius,Africa,Democracy,Parliamentary Dem,1968,14,1,Middle
1030,Mauritius,Africa,Democracy,Parliamentary Dem,1982,13,1,Middle
1031,Mauritius,Africa,Democracy,Parliamentary Dem,1995,5,1,Late
1032,Mauritius,Africa,Democracy,Parliamentary Dem,2000,3,1,Late
1033,Mauritius,Africa,Democracy,Parliamentary Dem,2003,2,1,Late
1034,Mauritius,Africa,Democracy,Parliamentary Dem,2005,4,0,Late
1035,Mexico,Americas,Non-democracy,Civilian Dict,1946,6,1,Early
1036,Mexico,Americas,Non-democracy,Military Dict,1952,6,1,Early
1037,Mexico,Americas,Non-democracy,Civilian Dict,1958,6,1,Early
1038,Mexico,Americas,Non-democracy,Civilian Dict,1964,6,1,Early
1039,Mexico,Americas,Non-democracy,Civilian Dict,1970,6,1,Middle
1040,Mexico,Americas,Non-democracy,Civilian Dict,1976,6,1,Middle
1041,Mexico,Americas,Non-democracy,Civilian Dict,1982,6,1,Middle
1042,Mexico,Americas,Non-democracy,Civilian Dict,1988,6,1,Late
1043,Mexico,Americas,Non-democracy,Civilian Dict,1994,6,1,Late
1044,Mexico,Americas,Democracy,Presidential Dem,2000,6,1,Late
1045,Mexico,Americas,Democracy,Presidential Dem,2006,3,0,Late
1046,"Micronesia, Federated States of",Oceania,Democracy,Presidential Dem,1991,5,1,Late
1047,"Micronesia, Federated States of",Oceania,Democracy,Presidential Dem,1996,3,1,Late
1048,"Micronesia, Federated States of",Oceania,Democracy,Presidential Dem,1999,4,1,Late
1049,"Micronesia, Federated States of",Oceania,Democracy,Presidential Dem,2003,4,1,Late
1050,"Micronesia, Federated States of",Oceania,Democracy,Presidential Dem,2007,2,0,Late
1051,Moldova,Europe,Democracy,Parliamentary Dem,1991,5,1,Late
1052,Moldova,Europe,Democracy,Parliamentary Dem,1996,1,1,Late
1053,Moldova,Europe,Democracy,Mixed Dem,1997,2,1,Late
1054,Moldova,Europe,Democracy,Mixed Dem,1999,1,1,Late
1055,Moldova,Europe,Democracy,Parliamentary Dem,2000,1,1,Late
1056,Moldova,Europe,Democracy,Parliamentary Dem,2001,7,1,Late
1057,Moldova,Europe,Democracy,Parliamentary Dem,2008,1,0,Late
1058,Mongolia,Asia,Non-democracy,Civilian Dict,1946,8,1,Early
1059,Mongolia,Asia,Non-democracy,Civilian Dict,1954,4,1,Early
1060,Mongolia,Asia,Non-democracy,Civilian Dict,1958,26,1,Early
1061,Mongolia,Asia,Non-democracy,Civilian Dict,1984,6,1,Middle
1062,Mongolia,Asia,Democracy,Parliamentary Dem,1990,2,1,Late
1063,Mongolia,Asia,Democracy,Mixed Dem,1992,4,1,Late
1064,Mongolia,Asia,Democracy,Mixed Dem,1996,2,1,Late
1065,Mongolia,Asia,Democracy,Mixed Dem,1998,1,1,Late
1066,Mongolia,Asia,Democracy,Mixed Dem,1999,1,1,Late
1067,Mongolia,Asia,Democracy,Mixed Dem,2000,4,1,Late
1068,Mongolia,Asia,Democracy,Mixed Dem,2004,2,1,Late
1069,Mongolia,Asia,Democracy,Mixed Dem,2006,1,1,Late
1070,Mongolia,Asia,Democracy,Mixed Dem,2007,2,0,Late
1071,Montenegro,Europe,Non-democracy,Civilian Dict,2006,3,0,Late
1072,Morocco,Africa,Non-democracy,Monarchy,1956,5,0,Early
1073,Morocco,Africa,Non-democracy,Monarchy,1961,38,0,Early
1074,Morocco,Africa,Non-democracy,Monarchy,1999,10,0,Late
1075,Mozambique,Africa,Non-democracy,Civilian Dict,1975,11,0,Middle
1076,Mozambique,Africa,Non-democracy,Civilian Dict,1986,19,1,Late
1077,Mozambique,Africa,Non-democracy,Civilian Dict,2005,4,0,Late
1078,Myanmar,Asia,Democracy,Parliamentary Dem,1948,8,1,Early
1079,Myanmar,Asia,Democracy,Parliamentary Dem,1956,1,1,Early
1080,Myanmar,Asia,Democracy,Parliamentary Dem,1957,1,1,Early
1081,Myanmar,Asia,Non-democracy,Military Dict,1958,2,1,Early
1082,Myanmar,Asia,Democracy,Parliamentary Dem,1960,2,1,Early
1083,Myanmar,Asia,Non-democracy,Military Dict,1962,26,1,Early
1084,Myanmar,Asia,Non-democracy,Military Dict,1988,4,1,Late
1085,Myanmar,Asia,Non-democracy,Military Dict,1992,17,0,Late
1086,Namibia,Africa,Non-democracy,Civilian Dict,1990,15,1,Late
1087,Namibia,Africa,Non-democracy,Civilian Dict,2005,4,0,Late
1088,Nauru,Oceania,Democracy,Parliamentary Dem,1968,8,1,Middle
1089,Nauru,Oceania,Democracy,Parliamentary Dem,1976,2,1,Middle
1090,Nauru,Oceania,Democracy,Parliamentary Dem,1978,11,1,Middle
1091,Nauru,Oceania,Democracy,Parliamentary Dem,1989,6,1,Late
1092,Nauru,Oceania,Democracy,Parliamentary Dem,1995,1,1,Late
1093,Nauru,Oceania,Democracy,Parliamentary Dem,1996,1,1,Late
1094,Nauru,Oceania,Democracy,Parliamentary Dem,1997,1,1,Late
1095,Nauru,Oceania,Democracy,Parliamentary Dem,1998,1,1,Late
1096,Nauru,Oceania,Democracy,Parliamentary Dem,1999,1,1,Late
1097,Nauru,Oceania,Democracy,Parliamentary Dem,2000,1,1,Late
1098,Nauru,Oceania,Democracy,Parliamentary Dem,2001,3,1,Late
1099,Nauru,Oceania,Democracy,Parliamentary Dem,2004,3,1,Late
1100,Nauru,Oceania,Democracy,Parliamentary Dem,2007,2,0,Late
1101,Nepal,Asia,Non-democracy,Civilian Dict,1946,2,1,Early
1102,Nepal,Asia,Non-democracy,Civilian Dict,1948,3,1,Early
1103,Nepal,Asia,Non-democracy,Monarchy,1951,4,0,Early
1104,Nepal,Asia,Non-democracy,Monarchy,1955,17,0,Early
1105,Nepal,Asia,Non-democracy,Monarchy,1972,18,1,Middle
1106,Nepal,Asia,Democracy,Parliamentary Dem,1990,1,1,Late
1107,Nepal,Asia,Democracy,Parliamentary Dem,1991,3,1,Late
1108,Nepal,Asia,Democracy,Parliamentary Dem,1994,1,1,Late
1109,Nepal,Asia,Democracy,Parliamentary Dem,1995,2,1,Late
1110,Nepal,Asia,Democracy,Parliamentary Dem,1997,1,1,Late
1111,Nepal,Asia,Democracy,Parliamentary Dem,1998,1,1,Late
1112,Nepal,Asia,Democracy,Parliamentary Dem,1999,1,1,Late
1113,Nepal,Asia,Democracy,Parliamentary Dem,2000,1,1,Late
1114,Nepal,Asia,Democracy,Parliamentary Dem,2001,1,1,Late
1115,Nepal,Asia,Non-democracy,Monarchy,2002,6,1,Late
1116,Nepal,Asia,Democracy,Parliamentary Dem,2008,1,0,Late
1117,Netherlands,Europe,Democracy,Parliamentary Dem,1946,2,1,Early
1118,Netherlands,Europe,Democracy,Parliamentary Dem,1948,10,1,Early
1119,Netherlands,Europe,Democracy,Parliamentary Dem,1958,1,1,Early
1120,Netherlands,Europe,Democracy,Parliamentary Dem,1959,4,1,Early
1121,Netherlands,Europe,Democracy,Parliamentary Dem,1963,2,1,Early
1122,Netherlands,Europe,Democracy,Parliamentary Dem,1965,2,1,Early
1123,Netherlands,Europe,Democracy,Parliamentary Dem,1967,4,1,Middle
1124,Netherlands,Europe,Democracy,Parliamentary Dem,1971,2,1,Middle
1125,Netherlands,Europe,Democracy,Parliamentary Dem,1973,4,1,Middle
1126,Netherlands,Europe,Democracy,Parliamentary Dem,1977,5,1,Middle
1127,Netherlands,Europe,Democracy,Parliamentary Dem,1982,12,1,Middle
1128,Netherlands,Europe,Democracy,Parliamentary Dem,1994,8,1,Late
1129,Netherlands,Europe,Democracy,Parliamentary Dem,2002,7,0,Late
1130,New Zealand,Oceania,Democracy,Parliamentary Dem,1946,3,1,Early
1131,New Zealand,Oceania,Democracy,Parliamentary Dem,1949,8,1,Early
1132,New Zealand,Oceania,Democracy,Parliamentary Dem,1957,3,1,Early
1133,New Zealand,Oceania,Democracy,Parliamentary Dem,1960,12,1,Early
1134,New Zealand,Oceania,Democracy,Parliamentary Dem,1972,2,0,Middle
1135,New Zealand,Oceania,Democracy,Parliamentary Dem,1974,1,1,Middle
1136,New Zealand,Oceania,Democracy,Parliamentary Dem,1975,9,1,Middle
1137,New Zealand,Oceania,Democracy,Parliamentary Dem,1984,5,1,Middle
1138,New Zealand,Oceania,Democracy,Parliamentary Dem,1989,1,1,Late
1139,New Zealand,Oceania,Democracy,Parliamentary Dem,1990,7,1,Late
1140,New Zealand,Oceania,Democracy,Parliamentary Dem,1997,2,1,Late
1141,New Zealand,Oceania,Democracy,Parliamentary Dem,1999,9,1,Late
1142,New Zealand,Oceania,Democracy,Parliamentary Dem,2008,1,0,Late
1143,Nicaragua,Americas,Non-democracy,Military Dict,1946,10,0,Early
1144,Nicaragua,Americas,Non-democracy,Civilian Dict,1956,11,1,Early
1145,Nicaragua,Americas,Non-democracy,Military Dict,1967,12,1,Middle
1146,Nicaragua,Americas,Non-democracy,Civilian Dict,1979,5,1,Middle
1147,Nicaragua,Americas,Democracy,Presidential Dem,1984,6,1,Middle
1148,Nicaragua,Americas,Democracy,Presidential Dem,1990,7,1,Late
1149,Nicaragua,Americas,Democracy,Presidential Dem,1997,5,1,Late
1150,Nicaragua,Americas,Democracy,Presidential Dem,2002,5,1,Late
1151,Nicaragua,Americas,Democracy,Presidential Dem,2007,2,0,Late
1152,Niger,Africa,Non-democracy,Civilian Dict,1960,14,1,Early
1153,Niger,Africa,Non-democracy,Military Dict,1974,13,0,Middle
1154,Niger,Africa,Non-democracy,Military Dict,1987,6,1,Late
1155,Niger,Africa,Democracy,Mixed Dem,1993,1,1,Late
